"country";"indicator";"year";"value"
"AUT";99106;2005;-0,5
"AUT";99106;2006;-0,5
"AUT";99106;2007;-0,5
"AUT";99106;2009;-0,3
"AUT";99106;2010;-0,3
"AUT";99106;2011;-0,3
"AZE";99106;1995;3,9
"AZE";99106;2000;2,8
"AZE";99106;2005;0,5
"AZE";99106;2006;0,5
"AZE";99106;2007;0,4
"AZE";99106;2009;0,6
"AZE";99106;2010;0,6
"AZE";99106;2011;0,5
"BDI";99106;1980;12,6
"BDI";99106;1985;12,1
"BDI";99106;1990;23,5
"BDI";99106;1995;29
"BDI";99106;2000;11
"BDI";99106;2005;0,9
"BDI";99106;2006;0,9
"BDI";99106;2007;1
"BDI";99106;2009;1,1
"BDI";99106;2010;1,1
"BDI";99106;2011;1
"BEL";99106;2005;-0,5
"BEL";99106;2006;-0,5
"BEL";99106;2007;-0,4
"BEL";99106;2009;-0,6
"BEL";99106;2010;-0,6
"BEL";99106;2011;-0,5
"BEN";99106;1980;6,3
"BEN";99106;1985;9,2
"BEN";99106;1990;13,9
"BEN";99106;1995;13,2
"BEN";99106;2000;10,4
"BEN";99106;2005;0,2
"BEN";99106;2006;0,2
"BEN";99106;2007;0,2
"BEN";99106;2009;0,2
"BEN";99106;2010;0,2
"BEN";99106;2011;0,1
"BFA";99106;1980;10,9
"BFA";99106;1985;12,2
"BFA";99106;1990;10,6
"BFA";99106;1995;20,7
"BFA";99106;2000;6,9
"BFA";99106;2005;0,3
"BFA";99106;2006;0,3
"BFA";99106;2007;0,3
"BFA";99106;2009;0,3
"BFA";99106;2010;0,3
"BFA";99106;2011;0,3
"BGD";99106;1980;7,3
"BGD";99106;1985;5,1
"BGD";99106;1990;6,8
"BGD";99106;1995;3,3
"BGD";99106;2000;2,4
"BGD";99106;2005;0,8
"BGD";99106;2006;0,8
"BGD";99106;2007;0,8
"BGD";99106;2009;0,9
"BGD";99106;2010;0,9
"BGD";99106;2011;0,9
"BGR";99106;2005;0,8
"BGR";99106;2006;0,8
"BGR";99106;2007;0,8
"BGR";99106;2009;0,8
"BGR";99106;2010;0,8
"BGR";99106;2011;0,8
"BHR";99106;1980;7
"BHR";99106;1985;2,2
"BHR";99106;1990;3,9
"BHR";99106;1995;1,7
"BHR";99106;2000;0,8
"BHR";99106;2005;0,1
"BHR";99106;2006;0,1
"BHR";99106;2007;0,1
"BHR";99106;2009;0,1
"BHR";99106;2010;0,1
"BHR";99106;2011;0,1
"BHS";99106;1980;0,2
"BHS";99106;1990;0,1
"BHS";99106;1995;0,1
"BHS";99106;2005;0,3
"BHS";99106;2006;0,3
"BHS";99106;2007;0,3
"BHS";99106;2009;0,3
"BHS";99106;2010;0,3
"BHS";99106;2011;0,3
"BIH";99106;1995;59,4
"BIH";99106;2000;12,1
"BIH";99106;2005;0,1
"BIH";99106;2006;0,1
"BIH";99106;2007;0,1
"BIH";99106;2009;0,1
"BIH";99106;2010;0,1
"BIH";99106;2011;0,1
"BLR";99106;2005;0,5
"BLR";99106;2006;0,4
"BLR";99106;2007;0,4
"BLR";99106;2009;0,5
"BLR";99106;2010;0,6
"BLR";99106;2011;0,5
"BLZ";99106;1980;7,5
"BLZ";99106;1985;11
"BLZ";99106;1990;7,5
"BLZ";99106;1995;3
"BLZ";99106;2000;1,9
"BLZ";99106;2005;0,4
"BLZ";99106;2006;0,4
"BLZ";99106;2007;0,4
"BLZ";99106;2009;0,4
"BLZ";99106;2010;0,4
"BLZ";99106;2011;0,4
"BOL";99106;1980;3,7
"BOL";99106;1985;4
"BOL";99106;1990;11,8
"BOL";99106;1995;11
"BOL";99106;2000;5,9
"BOL";99106;2005;0,4
"BOL";99106;2006;0,5
"BOL";99106;2007;0,6
"BOL";99106;2009;0,5
"BOL";99106;2010;0,5
"BOL";99106;2011;0,5
"BRA";99106;1985;0,1
"BRA";99106;2005;0,3
"BRA";99106;2006;0,3
"BRA";99106;2007;0,2
"BRA";99106;2009;0,2
"BRA";99106;2010;0,2
"BRA";99106;2011;0,2
"BRB";99106;1980;1,7
"BRB";99106;1985;0,6
"BRB";99106;1990;0,2
"BRB";99106;1995;-0,1
"BRB";99106;2005;0,1
"BRB";99106;2006;0,1
"BRB";99106;2007;0,1
"BRB";99106;2009;0,1
"BRB";99106;2010;0,1
"BRB";99106;2011;0,1
"BRN";99106;1990;0,1
"BRN";99106;1995;0,1
"BRN";99106;2005;0,8
"BRN";99106;2006;0,9
"BRN";99106;2007;0,9
"BRN";99106;2009;1
"BRN";99106;2010;1,1
"BRN";99106;2011;1
"BTN";99106;1980;7,3
"BTN";99106;1985;17
"BTN";99106;1990;16,4
"BTN";99106;1995;26,8
"BTN";99106;2000;12,1
"BTN";99106;2005;0,2
"BTN";99106;2006;0,3
"BTN";99106;2007;0,3
"BTN";99106;2009;0,4
"BTN";99106;2010;0,3
"BTN";99106;2011;0,2
"BWA";99106;1980;10,4
"BWA";99106;1985;9,4
"BWA";99106;1990;3,9
"BWA";99106;1995;1,9
"BWA";99106;2000;0,6
"BWA";99106;2005;0,3
"BWA";99106;2006;0,2
"BWA";99106;2007;0,2
"BWA";99106;2009;0,2
"BWA";99106;2010;0,2
"BWA";99106;2011;0,2
"CAF";99106;1980;13,8
"CAF";99106;1985;12,1
"CAF";99106;1990;17
"CAF";99106;1995;15,2
"CAF";99106;2000;8,4
"CAF";99106;2005;0,4
"CAF";99106;2006;0,4
"CAF";99106;2007;0,4
"CAF";99106;2009;0,5
"CAF";99106;2010;0,4
"CAF";99106;2011;0,5
"CAN";99106;2005;-0,3
"CAN";99106;2006;-0,3
"CAN";99106;2007;-0,3
"CAN";99106;2009;-0,3
"CAN";99106;2010;-0,3
"CAN";99106;2011;-0,3
"CHE";99106;2005;-0,4
"CHE";99106;2006;-0,4
"CHE";99106;2007;-0,4
"CHE";99106;2009;-0,5
"CHE";99106;2010;-0,4
"CHE";99106;2011;-0,5
"CHL";99106;1985;0,3
"CHL";99106;1990;0,3
"CHL";99106;1995;0,2
"CHL";99106;2000;0,1
"CHL";99106;2005;0,1
"CHL";99106;2006;0,1
"CHL";99106;2007;0,1
"CHL";99106;2010;0,1
"CHN";99106;1985;0,3
"CHN";99106;1990;0,6
"CHN";99106;1995;0,5
"CHN";99106;2000;0,1
"CHN";99106;2005;0,1
"CIV";99106;1995;13,9
"CIV";99106;2000;14,3
"CIV";99106;2005;23
"CMR";99106;1980;4,7
"CMR";99106;1985;1,9
"CMR";99106;1990;4,2
"CMR";99106;1995;5,4
"CMR";99106;2000;4,3
"CMR";99106;2005;0,2
"CMR";99106;2006;0,2
"CMR";99106;2007;0,2
"CMR";99106;2009;0,2
"CMR";99106;2010;0,3
"CMR";99106;2011;0,3
"COD";99106;1980;3,1
"COD";99106;1985;4,5
"COD";99106;1990;10,4
"COD";99106;1995;4
"COD";99106;2000;4,5
"COD";99106;2005;28,2
"COD";99106;2006;26,3
"COD";99106;2007;14,5
"COD";99106;2009;42,1
"COD";99106;2010;29
"COD";99106;2011;38,4
"COG";99106;1980;5,9
"COG";99106;1985;3,4
"COG";99106;1990;9,3
"COG";99106;1995;10,2
"COG";99106;2000;1,4
"COG";99106;2005;35,4
"COG";99106;2006;5,1
"COG";99106;2007;2,1
"COG";99106;2009;4,1
"COG";99106;2010;14,5
"COG";99106;2011;2,4
"COL";99106;1980;0,3
"COL";99106;1985;0,2
"COL";99106;1990;0,2
"COL";99106;1995;0,2
"COL";99106;2000;0,2
"COL";99106;2005;0,4
"COL";99106;2006;0,6
"COL";99106;2007;0,4
"COL";99106;2009;0,5
"COL";99106;2010;0,3
"COL";99106;2011;0,4
"COM";99106;1980;34,8
"COM";99106;1985;41,6
"COM";99106;1990;18
"COM";99106;1995;17,9
"COM";99106;2000;9,3
"COM";99106;2005;5,9
"COM";99106;2006;7,9
"COM";99106;2007;9,6
"COM";99106;2009;9,4
"COM";99106;2010;12,4
"COM";99106;2011;8,5
"CPV";99106;1980;44,5
"CPV";99106;1985;48,1
"CPV";99106;1990;34,1
"CPV";99106;1995;23,9
"CPV";99106;2000;17,8
"CPV";99106;2005;0,1
"CPV";99106;2006;0,1
"CPV";99106;2007;0,1
"CPV";99106;2009;0,2
"CPV";99106;2010;0,1
"CPV";99106;2011;0,1
"CRI";99106;1980;1,4
"CRI";99106;1985;6,2
"CRI";99106;1990;3,2
"CRI";99106;1995;0,3
"CRI";99106;2000;0,1
"CRI";99106;2005;0,1
"CRI";99106;2006;0,1
"CRI";99106;2007;0,2
"CRI";99106;2009;0,4
"CRI";99106;2010;0,3
"CRI";99106;2011;0,1
"CUB";99106;1980;0,2
"CUB";99106;1985;0,2
"CUB";99106;1990;0,2
"CUB";99106;1995;0,2
"CUB";99106;2000;0,1
"CUB";99106;2005;0,2
"CUB";99106;2006;0,2
"CUB";99106;2007;0,2
"CYP";99106;1980;2,4
"CYP";99106;1985;1,5
"CYP";99106;1990;0,7
"CYP";99106;1995;0,2
"CZE";99106;2005;-0,1
"CZE";99106;2006;-0,1
"CZE";99106;2007;-0,1
"CZE";99106;2009;-0,1
"CZE";99106;2010;-0,1
"CZE";99106;2011;-0,1
"DEU";99106;2005;-0,4
"DEU";99106;2006;-0,4
"DEU";99106;2007;-0,4
"DEU";99106;2009;-0,4
"DEU";99106;2010;-0,4
"DEU";99106;2011;-0,4
"DJI";99106;1995;20,5
"DJI";99106;2000;12,7
"DJI";99106;2005;9,6
"DJI";99106;2006;13,5
"DJI";99106;2007;12
"DJI";99106;2009;14,9
"DMA";99106;1980;29,6
"DMA";99106;1985;17,8
"DMA";99106;1990;12,2
"DMA";99106;1995;11,9
"DMA";99106;2000;5,3
"DMA";99106;2005;6,3
"DMA";99106;2006;5,2
"DMA";99106;2007;4,9
"DMA";99106;2009;7,7
"DMA";99106;2010;7
"DMA";99106;2011;5,2
"DNK";99106;2005;-0,8
"DNK";99106;2006;-0,8
"DNK";99106;2007;-0,8
"DNK";99106;2009;-0,9
"DNK";99106;2010;-0,9
"DNK";99106;2011;-0,9
"DOM";99106;1980;1,9
"DOM";99106;1985;4,4
"DOM";99106;1990;1,5
"DOM";99106;1995;0,8
"DOM";99106;2000;0,2
"DOM";99106;2005;0,3
"DOM";99106;2006;0,2
"DOM";99106;2007;0,3
"DOM";99106;2009;0,3
"DOM";99106;2010;0,4
"DOM";99106;2011;0,4
"DZA";99106;1980;0,5
"DZA";99106;1985;0,3
"DZA";99106;1990;0,6
"DZA";99106;1995;0,7
"DZA";99106;2000;0,4
"DZA";99106;2005;0,4
"DZA";99106;2006;0,2
"DZA";99106;2007;0,3
"DZA";99106;2009;0,2
"DZA";99106;2010;0,1
"DZA";99106;2011;0,1
"ECU";99106;1980;0,4
"ECU";99106;1985;1,3
"ECU";99106;1990;1,7
"ECU";99106;1995;1,2
"ECU";99106;2000;1
"ECU";99106;2005;0,6
"ECU";99106;2006;0,5
"ECU";99106;2007;0,5
"ECU";99106;2009;0,4
"ECU";99106;2010;0,3
"ECU";99106;2011;0,3
"EGY";99106;1980;6,4
"EGY";99106;1985;5,6
"EGY";99106;1990;14,4
"EGY";99106;1995;3,4
"EGY";99106;2000;1,4
"EGY";99106;2005;1,2
"EGY";99106;2006;0,8
"EGY";99106;2007;0,9
"EGY";99106;2009;0,5
"EGY";99106;2010;0,3
"EGY";99106;2011;0,2
"ERI";99106;1995;25,3
"ERI";99106;2000;27,9
"ERI";99106;2005;32,1
"ERI";99106;2006;10,5
"ERI";99106;2007;12,1
"ERI";99106;2009;7,8
"ERI";99106;2010;7,7
"ERI";99106;2011;6,3
"ESP";99106;2005;-0,3
"ESP";99106;2006;-0,3
"ESP";99106;2007;-0,4
"ESP";99106;2009;-0,5
"ESP";99106;2010;-0,4
"ESP";99106;2011;-0,3
"EST";99106;2005;-0,1
"EST";99106;2006;-0,1
"EST";99106;2007;-0,1
"EST";99106;2009;-0,1
"EST";99106;2010;-0,1
"EST";99106;2011;-0,1
"ETH";99106;1985;7,7
"ETH";99106;1990;8,4
"ETH";99106;1995;11,4
"ETH";99106;2000;8,5
"ETH";99106;2005;15,7
"ETH";99106;2006;13,5
"ETH";99106;2007;13,3
"ETH";99106;2009;13,4
"ETH";99106;2010;13,3
"ETH";99106;2011;11,8
"FIN";99106;2005;-0,5
"FIN";99106;2006;-0,4
"FIN";99106;2007;-0,4
"FIN";99106;2009;-0,5
"FIN";99106;2010;-0,6
"FIN";99106;2011;-0,5
"FJI";99106;1980;3
"FJI";99106;1985;2,8
"FJI";99106;1990;3,8
"FJI";99106;1995;2,3
"FJI";99106;2000;1,7
"FJI";99106;2005;2,2
"FJI";99106;2006;1,9
"FJI";99106;2007;1,5
"FJI";99106;2009;2,5
"FJI";99106;2010;2,5
"FJI";99106;2011;2
"FRA";99106;2005;-0,5
"FRA";99106;2006;-0,5
"FRA";99106;2007;-0,4
"FRA";99106;2009;-0,5
"FRA";99106;2010;-0,5
"FRA";99106;2011;-0,5
"FSM";99106;1995;33
"FSM";99106;2000;42,4
"FSM";99106;2005;40,7
"FSM";99106;2006;40,4
"FSM";99106;2007;42
"FSM";99106;2009;40,6
"FSM";99106;2010;40,7
"FSM";99106;2011;41,2
"GAB";99106;1980;1,4
"GAB";99106;1985;2
"GAB";99106;1990;2,5
"GAB";99106;1995;3,3
"GAB";99106;2000;0,3
"GAB";99106;2005;0,8
"GAB";99106;2006;0,4
"GAB";99106;2007;0,5
"GAB";99106;2009;0,8
"GAB";99106;2010;0,9
"GAB";99106;2011;0,5
"GBR";99106;2005;-0,5
"GBR";99106;2006;-0,5
"GBR";99106;2007;-0,4
"GBR";99106;2009;-0,5
"GBR";99106;2010;-0,6
"GBR";99106;2011;-0,6
"GEO";99106;1995;8,1
"GEO";99106;2000;5,3
"GEO";99106;2005;4,5
"GEO";99106;2006;4,5
"GEO";99106;2007;3,7
"GEO";99106;2009;8,5
"GEO";99106;2010;5,5
"GEO";99106;2011;3,9
"GHA";99106;1980;4,3
"GHA";99106;1985;4,4
"GHA";99106;1990;9,7
"GHA";99106;1995;10,2
"GHA";99106;2000;12,4
"GHA";99106;2005;10,9
"GHA";99106;2006;6,1
"GHA";99106;2007;4,7
"GHA";99106;2009;6,1
"GHA";99106;2010;5,3
"GHA";99106;2011;4,8
"GIN";99106;1990;11,6
"GIN";99106;1995;11,5
"GIN";99106;2000;5,2
"GIN";99106;2005;7,5
"GIN";99106;2006;6,8
"GIN";99106;2007;5,9
"GIN";99106;2009;5,9
"GIN";99106;2010;5,1
"GIN";99106;2011;4,5
"GMB";99106;1980;22,2
"GMB";99106;1985;22
"GMB";99106;1990;33,4
"GMB";99106;1995;5,9
"GMB";99106;2000;6,6
"GMB";99106;2005;10
"GMB";99106;2006;11,9
"GMB";99106;2007;12,6
"GMB";99106;2009;14,6
"GMB";99106;2010;13
"GMB";99106;2011;15,6
"GNB";99106;1980;55,5
"GNB";99106;1985;35,4
"GNB";99106;1990;54,2
"GNB";99106;1995;49,8
"GNB";99106;2000;39,9
"GNB";99106;2005;11,8
"GNB";99106;2006;15,2
"GNB";99106;2007;17,8
"GNB";99106;2009;17,8
"GNB";99106;2010;16,7
"GNB";99106;2011;12,3
"GNQ";99106;1985;22,7
"GNQ";99106;1990;48,8
"GNQ";99106;1995;21,8
"GNQ";99106;2000;2,4
"GNQ";99106;2005;0,9
"GNQ";99106;2006;0,5
"GNQ";99106;2007;0,5
"GNQ";99106;2009;0,3
"GNQ";99106;2010;0,9
"GNQ";99106;2011;0,2
"GRC";99106;2005;-0,2
"GRC";99106;2006;-0,2
"GRC";99106;2007;-0,2
"GRC";99106;2009;-0,2
"GRC";99106;2010;-0,2
"GRC";99106;2011;-0,1
"GRD";99106;1990;6,6
"GRD";99106;1995;4,1
"GRD";99106;2000;3,4
"GRD";99106;2005;7,8
"GRD";99106;2006;4
"GRD";99106;2007;3,2
"GRD";99106;2009;6,5
"GRD";99106;2010;4,6
"GRD";99106;2011;1,6
"GTM";99106;1980;0,9
"GTM";99106;1985;0,9
"GTM";99106;1990;2,7
"GTM";99106;1995;1,4
"GTM";99106;2000;1,4
"GTM";99106;2005;1
"GTM";99106;2006;1,6
"GTM";99106;2007;1,4
"GTM";99106;2009;1
"GTM";99106;2010;1
"GTM";99106;2011;0,9
"GUY";99106;1980;7,4
"GUY";99106;1985;7
"GUY";99106;1990;61,2
"GUY";99106;1995;15,1
"GUY";99106;2000;17,5
"GUY";99106;2005;18,6
"GUY";99106;2006;12,3
"GUY";99106;2007;7,5
"GUY";99106;2009;8,6
"GUY";99106;2010;6,7
"GUY";99106;2011;6,2
"HKG";99106;1985;0,1
"HKG";99106;1990;0,1
"HND";99106;1980;4,2
"HND";99106;1985;7,8
"HND";99106;1990;16
"HND";99106;1995;11
"HND";99106;2000;6,4
"HND";99106;2005;7,5
"HND";99106;2006;5,7
"HND";99106;2007;3,9
"HND";99106;2009;3,4
"HND";99106;2010;3,9
"HND";99106;2011;3,8
"HRV";99106;1995;0,2
"HRV";99106;2000;0,3
"HRV";99106;2005;0,3
"HRV";99106;2006;0,4
"HRV";99106;2007;0,3
"HRV";99106;2009;0,3
"HRV";99106;2010;0,3
"HTI";99106;2005;10,1
"HTI";99106;2006;13,7
"HTI";99106;2007;11,5
"HTI";99106;2009;17,2
"HTI";99106;2010;45,5
"HTI";99106;2011;23,2
"HUN";99106;2005;-0,1
"HUN";99106;2006;-0,1
"HUN";99106;2007;-0,1
"HUN";99106;2009;-0,1
"HUN";99106;2010;-0,1
"HUN";99106;2011;-0,1
"IDN";99106;1980;1,3
"IDN";99106;1985;0,7
"IDN";99106;1990;1,6
"IDN";99106;1995;0,7
"IDN";99106;2000;1,1
"IDN";99106;2005;0,9
"IDN";99106;2006;0,4
"IDN";99106;2007;0,2
"IDN";99106;2009;0,2
"IDN";99106;2010;0,2
"IDN";99106;2011;0,1
"IND";99106;1980;1,2
"IND";99106;1985;0,7
"IND";99106;1990;0,4
"IND";99106;1995;0,5
"IND";99106;2000;0,3
"IND";99106;2005;0,2
"IND";99106;2006;0,1
"IND";99106;2007;0,1
"IND";99106;2009;0,2
"IND";99106;2010;0,2
"IND";99106;2011;0,2
"IRL";99106;2005;-0,4
"IRL";99106;2006;-0,5
"IRL";99106;2007;-0,6
"IRL";99106;2009;-0,5
"IRL";99106;2010;-0,5
"IRL";99106;2011;-0,5
"IRN";99106;1990;0,1
"IRN";99106;1995;0,2
"IRN";99106;2000;0,1
"IRN";99106;2005;0,1
"IRN";99106;2006;0,1
"IRQ";99106;1990;0,1
"IRQ";99106;2005;78,8
"IRQ";99106;2006;21,4
"IRQ";99106;2007;17,2
"IRQ";99106;2009;4,4
"IRQ";99106;2010;2,8
"IRQ";99106;2011;1,7
"ISL";99106;2005;-0,2
"ISL";99106;2006;-0,3
"ISL";99106;2007;-0,3
"ISL";99106;2009;-0,4
"ISL";99106;2010;-0,3
"ISL";99106;2011;-0,2
"ISR";99106;1980;4,2
"ISR";99106;1985;8,5
"ISR";99106;1990;2,7
"ISR";99106;1995;0,4
"ISR";99106;2005;-0,1
"ISR";99106;2006;-0,1
"ISR";99106;2007;-0,1
"ISR";99106;2009;-0,1
"ISR";99106;2010;-0,1
"ISR";99106;2011;-0,1
"ITA";99106;2005;-0,3
"ITA";99106;2006;-0,2
"ITA";99106;2007;-0,2
"ITA";99106;2009;-0,2
"ITA";99106;2010;-0,2
"ITA";99106;2011;-0,2
"JAM";99106;1980;5,1
"JAM";99106;1985;9,2
"JAM";99106;1990;6,5
"JAM";99106;1995;1,9
"JAM";99106;2000;0,1
"JAM";99106;2005;0,4
"JAM";99106;2006;0,3
"JAM";99106;2007;0,2
"JAM";99106;2009;1,3
"JAM";99106;2010;1,1
"JAM";99106;2011;0,4
"JOR";99106;1980;39,3
"JOR";99106;1985;12,1
"JOR";99106;1990;25
"JOR";99106;1995;8,4
"JOR";99106;2000;6,5
"JOR";99106;2005;5,5
"JOR";99106;2006;3,7
"JOR";99106;2007;3,6
"JOR";99106;2009;3
"JOR";99106;2010;3,6
"JOR";99106;2011;3,3
"JPN";99106;2005;-0,3
"JPN";99106;2006;-0,3
"JPN";99106;2007;-0,2
"JPN";99106;2009;-0,2
"JPN";99106;2010;-0,2
"JPN";99106;2011;-0,2
"KAZ";99106;1995;0,3
"KAZ";99106;2000;1,1
"KAZ";99106;2005;0,4
"KAZ";99106;2006;0,2
"KAZ";99106;2007;0,2
"KAZ";99106;2009;0,3
"KAZ";99106;2010;0,2
"KAZ";99106;2011;0,1
"KEN";99106;1980;5,6
"KEN";99106;1985;7,2
"KEN";99106;1990;14,4
"KEN";99106;1995;8,4
"KEN";99106;2000;4,1
"KEN";99106;2005;4,1
"KEN";99106;2006;4,2
"KEN";99106;2007;4,9
"KEN";99106;2009;5,8
"KEN";99106;2010;5,1
"KEN";99106;2011;7,4
"KGZ";99106;1995;17,5
"KGZ";99106;2000;16,7
"KGZ";99106;2005;11,3
"KGZ";99106;2006;11,1
"KGZ";99106;2007;7,3
"KGZ";99106;2009;7
"KGZ";99106;2010;8,5
"KGZ";99106;2011;9,2
"KHM";99106;1990;3,7
"KHM";99106;1995;16,3
"KHM";99106;2000;11,2
"KHM";99106;2005;0,1
"KHM";99106;2006;0,1
"KHM";99106;2007;0,1
"KHM";99106;2009;0,1
"KHM";99106;2010;0,1
"KHM";99106;2011;0,1
"KIR";99106;1980;50,1
"KIR";99106;1985;38,8
"KIR";99106;1990;41,9
"KIR";99106;1995;16,8
"KIR";99106;2000;16,2
"KIR";99106;2005;17,5
"KIR";99106;2006;16,9
"KIR";99106;2007;14,8
"KIR";99106;2009;16,2
"KIR";99106;2010;10,7
"KIR";99106;2011;27,1
"KNA";99106;1980;13,3
"KNA";99106;1985;5,8
"KNA";99106;1990;5,3
"KNA";99106;1995;1,8
"KNA";99106;2000;1
"KNA";99106;2005;0,5
"KNA";99106;2006;0,9
"KNA";99106;2007;0,5
"KNA";99106;2009;0,8
"KNA";99106;2010;1,8
"KNA";99106;2011;2,5
"KOR";99106;1980;0,2
"KWT";99106;1990;0,1
"LAO";99106;1985;1,7
"LAO";99106;1990;17,2
"LAO";99106;1995;17,5
"LAO";99106;2000;16,9
"LAO";99106;2005;11,3
"LAO";99106;2006;11,1
"LAO";99106;2007;9,7
"LAO";99106;2009;7,4
"LAO";99106;2010;6,2
"LAO";99106;2011;5,2
"LBN";99106;1990;8,3
"LBN";99106;1995;1,6
"LBN";99106;2000;1,1
"LBN";99106;2005;1,1
"LBN";99106;2006;3,6
"LBN";99106;2007;3,8
"LBN";99106;2009;1,7
"LBN";99106;2010;1,2
"LBN";99106;2011;1,1
"LBR";99106;1980;10,4
"LBR";99106;1985;11,2
"LBR";99106;2000;13,1
"LBR";99106;2005;56,4
"LBR";99106;2006;57,6
"LBR";99106;2007;119,9
"LBR";99106;2009;50,7
"LBR";99106;2010;127,5
"LBR";99106;2011;53,6
"LBY";99106;2005;0,1
"LBY";99106;2006;0,1
"LBY";99106;2009;0,1
"LCA";99106;1980;6,6
"LCA";99106;1985;3,7
"LCA";99106;1990;3,3
"LCA";99106;1995;9,3
"LCA";99106;2000;1,5
"LCA";99106;2005;1,3
"LCA";99106;2006;1,9
"LCA";99106;2007;1,8
"LCA";99106;2009;3,6
"LCA";99106;2010;3,5
"LCA";99106;2011;3
"LKA";99106;1980;9,5
"LKA";99106;1985;7,9
"LKA";99106;1990;9,1
"LKA";99106;1995;4,3
"LKA";99106;2000;1,7
"LKA";99106;2005;4,8
"LKA";99106;2006;2,8
"LKA";99106;2007;1,9
"LKA";99106;2009;1,7
"LKA";99106;2010;1,2
"LKA";99106;2011;1
"LSO";99106;1980;13,4
"LSO";99106;1985;19,2
"LSO";99106;1990;15,4
"LSO";99106;1995;9,4
"LSO";99106;2000;3,6
"LSO";99106;2005;3,6
"LSO";99106;2006;3,8
"LSO";99106;2007;6,4
"LSO";99106;2009;5,4
"LSO";99106;2010;9,5
"LSO";99106;2011;9
"LUX";99106;2005;-0,8
"LUX";99106;2006;-0,9
"LUX";99106;2007;-0,9
"LUX";99106;2009;-1
"LUX";99106;2010;-1,1
"LUX";99106;2011;-1
"MAR";99106;1980;6,3
"MAR";99106;1985;7,1
"MAR";99106;1990;5
"MAR";99106;1995;1,6
"MAR";99106;2000;1,2
"MAR";99106;2005;1,2
"MAR";99106;2006;1,7
"MAR";99106;2007;1,6
"MAR";99106;2009;1,1
"MAR";99106;2010;1,1
"MAR";99106;2011;1,3
"MDA";99106;2000;9,4
"MDA";99106;2005;5,1
"MDA";99106;2006;6
"MDA";99106;2007;5,5
"MDA";99106;2009;4,2
"MDA";99106;2010;7,5
"MDA";99106;2011;6
"MDG";99106;1980;5,7
"MDG";99106;1985;6,7
"MDG";99106;1990;13,4
"MDG";99106;1995;10
"MDG";99106;2000;8,4
"MDG";99106;2005;18,4
"MDG";99106;2006;14,4
"MDG";99106;2007;12,3
"MDG";99106;2009;5,3
"MDG";99106;2010;5,4
"MDG";99106;2011;4,2
"MDV";99106;1985;7,7
"MDV";99106;1990;10,8
"MDV";99106;1995;15,2
"MDV";99106;2000;3,2
"MDV";99106;2005;8
"MDV";99106;2006;3
"MDV";99106;2007;3
"MDV";99106;2009;2
"MDV";99106;2010;6,3
"MDV";99106;2011;2,7
"MEX";99106;1985;0,1
"MEX";99106;1990;0,1
"MEX";99106;1995;0,1
"MEX";99106;2011;0,1
"MHL";99106;1995;25,4
"MHL";99106;2000;38,9
"MHL";99106;2005;31,9
"MHL";99106;2006;29,9
"MHL";99106;2007;27
"MHL";99106;2009;30,5
"MHL";99106;2010;45,9
"MHL";99106;2011;38,2
"MKD";99106;1995;1,8
"MKD";99106;2000;7,1
"MKD";99106;2005;3,9
"MKD";99106;2006;3,1
"MKD";99106;2007;2,6
"MKD";99106;2009;2,1
"MKD";99106;2010;2
"MKD";99106;2011;1,6
"MLI";99106;1980;15,1
"MLI";99106;1985;29,4
"MLI";99106;1990;19,9
"MLI";99106;1995;22,3
"MLI";99106;2000;12
"MLI";99106;2005;14,1
"MLI";99106;2006;15,7
"MLI";99106;2007;14,8
"MLI";99106;2009;11,6
"MLI";99106;2010;12,1
"MLI";99106;2011;12,3
"MLT";99106;1980;1,2
"MLT";99106;1985;1,5
"MLT";99106;1990;0,2
"MLT";99106;1995;0,3
"MLT";99106;2000;0,6
"MNE";99106;2005;0,2
"MNE";99106;2006;3,5
"MNE";99106;2007;2,8
"MNE";99106;2009;1,8
"MNE";99106;2010;2
"MNE";99106;2011;1,6
"MNG";99106;1985;0,2
"MNG";99106;1990;0,5
"MNG";99106;1995;14,7
"MNG";99106;2000;19,2
"MNG";99106;2005;8,9
"MNG";99106;2006;6
"MNG";99106;2007;5,8
"MNG";99106;2009;8,5
"MNG";99106;2010;5,4
"MNG";99106;2011;4,3
"MOZ";99106;1980;4,7
"MOZ";99106;1985;6,8
"MOZ";99106;1990;42,2
"MOZ";99106;1995;51,4
"MOZ";99106;2000;22,2
"MOZ";99106;2005;20,9
"MOZ";99106;2006;25,3
"MOZ";99106;2007;23,8
"MOZ";99106;2009;21,3
"MOZ";99106;2010;21,4
"MOZ";99106;2011;16,3
"MRT";99106;1980;25,7
"MRT";99106;1985;32,9
"MRT";99106;1990;24,6
"MRT";99106;1995;16,8
"MRT";99106;2000;17,1
"MRT";99106;2005;8,4
"MRT";99106;2006;7,6
"MRT";99106;2007;10,4
"MRT";99106;2009;12,1
"MRT";99106;2010;10,4
"MRT";99106;2011;9,2
"MUS";99106;1980;3
"MUS";99106;1985;2,6
"MUS";99106;1990;3,4
"MUS";99106;1995;0,6
"MUS";99106;2000;0,4
"MUS";99106;2005;0,6
"MUS";99106;2006;0,3
"MUS";99106;2007;0,9
"MUS";99106;2009;1,8
"MUS";99106;2010;1,3
"MUS";99106;2011;1,7
"MWI";99106;1980;12,4
"MWI";99106;1985;10,4
